বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
মিশকাতে জয়িফ হাদিস,২৪,দুর্বল হাদিস,,বেলাল ইবনু হারেছ মুযানী (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি আমার সুন্নাতসমূহ হতে এমন সুন্নাত যিন্দা করবে, যা আমার পর পরিত্যক্ত ছিল, সে ঐ সকল লোকের ছওয়াবের মত ছওয়াব পাবে, যারা তার উপর আমল করবে। অথচ আমলকারীদের ছওয়াবের কোন অংশ কমানো হবে না। পক্ষান্তরে যে ব্যক্তি গোমরাহীর নতুন পথ সৃষ্টি করবে, যাতে আল্লাহ ও তাঁর রাসূল রাযী নন, সে ঐ সকল লোকের গোনাহের পরিমাণ পাবে, যারা তার প্রতি আমল করবে, অথচ তাদের গোনাহের কোন অংশ কমানো হবে না। তাহক্বীক্ব : যঈফ। এর সনদে কাছীর ইবনু আব্দুল্লাহ নামের রাবী ত্রুটিপূর্ণ। ইমাম শাফেঈ ও ইবনু হিব্বান জাল বলেছেন।"
মিশকাতে জয়িফ হাদিস,২৫,দুর্বল হাদিস,,আমর ইবনু আওফ (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, দ্বীন হেজাজের দিকে ফিরে আসবে যেভাবে সাপ তার গর্তের দিকে ফিরে আসে এবং দ্বীন হেজাযে আশ্রয় নেবে যেভাবে পার্বত্য মেষ পর্বত শিখরে আশ্রয় নেয়। দ্বীন নিঃসঙ্গ প্রবাসীর ন্যায় যাত্রা শুরু করেছে, আবার প্রত্যাবর্তন করবে যেভাবে যাত্রা শুরু করেছিল। অতএব সে সকল প্রবাসীর জন্য সুখবর; যারা আমার পর মানুষকে ঐ সমস্ত বিষয়ে সংশোধন করে দিবে যা সুন্নাতকে নষ্ট করে দিয়েছে। তাহক্বীক্ব : উক্ত হাদীছের প্রথমাংশ যঈফ। তবে শেষাংশ ছহীহ।"
মিশকাতে জয়িফ হাদিস,২৬,দুর্বল হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"একদিন রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) আমাকে বললেন, হে বৎস! তুমি যদি এভাবে সকাল-সন্ধ্যা কাটাতে পার যে, তোমার অন্তরে কারো উপর হিংসা-বিদ্বেষ থাকবে না, তবে তাই কর। অতঃপর তিনি বললেন, বৎস! এটা আমার সুন্নাত। সুতরাং যে আমার সুন্নাতকে ভালবাসে সে আমাকে ভালবাসে, আর যে আমাকে ভালবাসবে সে জান্নাতে আমার সাথে থাকবে। তাহক্বীক্ব : যঈফ। উক্ত বর্ণনায় অনেক ত্রুটি রয়েছে। খালেদ ইবনু আনাস ও আছেম ইবনু সাঈদ দুইজন অপরিচিত রাবী আছে।"
মিশকাতে জয়িফ হাদিস,২৭,দুর্বল হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি আমার উম্মতের বিভ্রাপ্তির সময় আমার সুন্নাতকে দৃঢ়ভাবে আঁকড়ে ধরে থাকবে তার জন্য একশ' শহীদের ছওয়াব রয়েছে। তাহক্বীক্ব : নিতান্ত যঈফ। এর সনদে হাসান ইবনু কুতায়বা নামে দুর্বল রাবী আছে। ইমাম যাহাবী, দারাকুৎনী, আবু হাতেম, উকাইলী প্রমুখ মুহাদ্দিছ তাকে যঈফ বলেছেন। উল্লেখ্য যে, মানুষের মাঝ থেকে যখন সুন্নাত উঠে যাবে এবং সুন্নাতের উপর টিকতে পারবে না। তখন যে ব্যক্তি সুন্নাতকে আঁকড়ে ধরে থাকবে সে ৫০ জন শহীদের মর্যাদা লাভ করবে। এই হাদীছ ছহীহ।"
মিশকাতে জয়িফ হাদিস,২৮,দুর্বল হাদিস,,আবু সাঈদ খুদরী (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি হালাল খাবে এবং সুন্নাতের প্রতি আমল করবে, তার অনিষ্ট হতে মানুষ নিরাপদ থাকবে, সে জান্নাতে প্রবেশ করবে। তখন এক ব্যক্তি বলল, হে আল্লাহর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)! এরূপ লোকতো আজকাল অনেক। রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বললেন, আমার পরবর্তী যুগসমূহেও এরূপ লোক থাকবে। তাহক্কীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,২৯,দুর্বল হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, তোমরা এমন যুগে আছ, যে যুগে তোমাদের কেউ যদি তার প্রতি নির্দেশিত বিষয়ের এক দশমাংশও ছেড়ে দেয়, তবুও সে ধ্বংস হয়ে যাবে। অতঃপর একটি যুগ আসবে সে যুগে তোমাদের কেউ যদি এক দশমাংশ আমল করে, তবুও সে মুক্তি পাবে। তাহক্কীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩০,দুর্বল হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলতেন, তোমরা নিজেদের উপর কঠোরতা আরোপ কর না, আল্লাহ তোমাদের উপর কঠোর বিধান চাপিয়ে দিবেন। পূর্বে এরূপ কোন সম্প্রদায় নিজেদের উপর কঠোরতা আরোপ করেছিল; ফলে আল্লাহ তা’আলা তাদের উপর কঠোর বিধান চাপিয়ে দিয়েছিলেন; গির্জা ও পাদ্রীদের ধর্মশালায় যে সমস্ত লোক আছে, এরা তাদের উত্তরসূরী। তারা নিজেরাই নিজেদের জন্য ‘রাহবানিয়াত’ কে আবিষ্কার করেছিল, যা আমি তাদের উপর বিধান করিনি। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩১,দুর্বল হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, কুরআন পাঁচভাবে নাযিল হয়েছে : ১. হালাল ২. হারাম ৩. মুহকাম, ৪. মুতাশাবেহ এবং ৫. আমছাল (উপদেশ)। সুতরাং তোমরা হালালকে হালাল জানবে, হারামকে হারাম মনে করবে। মুতাশাবেহ-এর প্রতি ঈমান আনবে এবং আমছাল দ্বারা উপদেশ গ্ৰহণ করবে। শু’আবুল ঈমানে এসেছে, তোমরা হালালের সাথে আমল করবে, হারাম হতে বেঁচে থাকবে এবং মুহকামের অনুসরণ করবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩২,দুর্বল হাদিস,,ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, শরীআতের বিষয় তিন প্রকার : (১) যার হেদায়াত সম্পূর্ণ পরিষ্কার, সুতরাং তার অনুসরণ করবে (২) যার গোমরাহী সম্পূর্ণ পরিষ্কার, সুতরাং তা পরিহার করবে এবং (৩) যাতে মতানৈক্য রয়েছে তাকে আল্লাহর উপর সোপর্দ করবে। তাহক্বীক্ব : যঈফ। সংকলক মুসানাদে আহমাদের উদ্ধৃতি পেশ করেছেন। কিন্তু সেখানে পাওয়া যায়নি।"
মিশকাতে জয়িফ হাদিস,৩৩,দুর্বল হাদিস,,মু’আয ইবনু জাবাল (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, শয়তান মানুষের নেকড়ে বাঘ- ছাগলের নেকড়ের ন্যায়। সে ছাগলের মধ্যে যেটি দলছুট অথবা যেটি অলসতাবশত কিনারায় চলে যায়, সেটাকেই নিয়ে যায়। সুতরাং সাবধান! তোমরা কখনও গিরি পথে যাবে না; জামা’আতের সাথে থাকবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩৪,দুর্বল হাদিস,,গুযাইফ ইবনুল হারেছ ছুমালী (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যখনই কোন সম্প্রদায় একটি বিদ’আত সৃষ্টি করেছে, তখনই একটি সুন্নাত উঠিয়ে নেওয়া হয়েছে। সুতরাং একটি সুন্নাতকে আঁকড়ে ধরা একটি বিদ’আত তৈরি করা হতে উত্তম। তাহক্বীক্ব : যঈফ। এর সনদে বাক্বিয়াহ ইবনুল ওয়ালীদ ও আবুবাকর ইবনু আব্দুল্লাহ নামের দুইজন যঈফ রাবী আছে।"
মিশকাতে জয়িফ হাদিস,৩৫,দুর্বল হাদিস,,ইবরাহীম ইবনু মায়সারা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি কোন বিদ'আতীকে সম্মান করল, সে নিশ্চয় ইসলাম ধ্বংসে সাহায্য করল। তাহক্বীক্ক : যঈফ। এর সনদে হাসান ইবনু ইয়াহইয়া নামে পরিত্যক্ত রাবী আছে। ইবনু হিব্বান এটাকে বাতিল হাদীছ বলেছেন। (সিলসিলা যঈফাহ হা/১৮৬২; দ্রঃ তাহক্বীক্ব মিশকাত হা/১৮৯-এর টীকা ১/৬৬ পৃঃ।) উল্লেখ্য যে, কোন বিদ’আতীকে আশ্ৰয় দেওয়া যাবে না মর্মে ছহীহ হাদীছ বর্ণিত হয়েছে।"
মিশকাতে জয়িফ হাদিস,৩৬,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"যে ব্যক্তি আল্লাহ্‌র কিতাব শিক্ষা করে, অতঃপর তাতে যা আছে তার অনুসরণ করে, আল্লাহ তাকে দুনিয়ার গোমরাহী হতে বাঁচাবেন এবং আখেরাতে তাকে হিসাবের কষ্ট হতে রক্ষা করবেন। অন্য বর্ণনায় আছে, যে আল্লাহর কিতাবের অনুসরণ করবে, সে দুনিয়াতে গোমরাহ হবে না এবং আখেরাতে হতভাগ্য হবে না। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩৭,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু মাসঊদ (রাঃ) থেকে বর্ণিত:,"কেউ যদি অন্য কারো তরীক্বা অনুসরণ করতে চায়, সে যেন তাদের তরীক্বা অনুসরণ করে, যারা দুনিয়া থেকে চলে গেছে। কারণ জীবিত ব্যক্তি ফিতনা হতে নিরাপদ নয়। আর তাঁরা হচ্ছেন- রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-এর সাহাবীগণ, যারা এই উম্মতের শ্রেষ্ঠ লোক ছিলেন। পরিচ্ছন্ন অন্তঃকরণ হিসাবে ও পরিপূর্ণ জ্ঞান হিসাবে এবং স্বল্পতম ছিলেন কৃত্তিমতার দিক থেকে। আল্লাহ তা’আলা তাদেরকে তাঁর নবীর সাহচর্য এবং আপন দ্বীন প্রতিষ্ঠিত করার জন্য মনোনীত করেছেন। সুতরাং তোমরা তাদের মান ও মর্যাদা উপলব্ধি করার চেষ্টা কর, তাদের পদচিহ্নের অনুসরণ করে চল এবং যথাসাধ্য তাদের আখলাক ও চরিত্র আঁকড়ে ধর। তারা সরল সঠিক পথে ছিলেন। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৩৮,দুর্বল হাদিস,,জাবের (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, আমার কালাম আল্লাহর কালামকে রহিত করে না; বরং আল্লাহর কালাম আমার কথাকে রহিত করে। এছাড়া আল্লাহর এক কালাম অপর কালামকে রহিত করে। তাহক্বীক্ব : হাদীছটি জাল।"
মিশকাতে জয়িফ হাদিস,৩৯,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু ওমর (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, আমাদের কালাম সমূহ একটি অপরটিকে রহিত (মানসূখ) করে দেয়, যেভাবে কুরআনের একটি বাণী অপরটিকে রহিত করে। তাহক্বীক্ব : হাদীছটি জাল।"
মিশকাতে জয়িফ হাদিস,৪০,দুর্বল হাদিস,,আবু ছা’লাবা খুশানী (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, আল্লাহ তা’আলা কিছু জিনিষকে ফরযরূপে নির্ধারণ করে দিয়েছেন, সেগুলো তোমরা ছাড়বে না। অনুরূপ কিছু বিষয়কে হারাম করে দিয়েছেন সেগুলো করবে না। আর কতগুলোর সীমা নির্ধারণ করে দিয়েছেন, ঐ গুলোর সীমা লঙ্ঘন করবে না। আর কতগুলোর বিষয়ে তিনি ভুলে নয় ইচ্ছাকৃতভাবেই নীরব রয়েছেন, সেগুলো খুঁড়িয়ে বের করবে না। তাহক্বীক্ব : যঈফ।"
,,,,,
মিশকাতে জয়িফ হাদিস,৪১,দুর্বল হাদিস,,আবু সাঈদ খুদরী (রাঃ) থেকে বর্ণিত:,"একদা রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) আমাদের বললেন, জনসাধারণ তোমাদের অনুসারী হবে। আর দিক-দিগন্ত হতে তারা তোমাদের নিকট দ্বীনের জ্ঞান লাভ করার উদ্দেশ্যে আসবে। সুতরাং যখন তারা আসবে, তখন তোমরা তাদের সদুপদেশ দিবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৪২,দুর্বল হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, জ্ঞানের কথা মুমিনের হারানো সম্পদ। সুতরাং যে যেখানে পাবে সে-ই তার অধিকারী। তাহক্বীক্ব : যঈফ। ইবরাহীম ইবনু ফাযল নামের রাবী যঈফ। উল্লেখ্য যে, মিশকাতে হাকীম রয়েছে। কিন্তু মূল হাদীসে মুমিন রয়েছে।"
মিশকাতে জয়িফ হাদিস,৪৩,জাল হাদিস,,আব্দুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, একজন ফক্বীহ শয়তানের উপর এক হাযার আবেদ অপেক্ষাও মারাত্মক। তাহক্বীক্ব : হাদীসটি জাল। এর সনদে রূহ ইবনু জুনাহ নামে একজন রাবী আছে। সে মিথ্যুক বলে অভিযুক্ত।"
মিশকাতে জয়িফ হাদিস,৪৪,দুর্বল হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, ইলম তালাশ করা প্রত্যেক মুসলিমের উপর ফরয এবং অপাত্রে ইলম স্থাপনকারী যেন শূকরের গলায় জহরত, মুক্তা বা স্বর্ণ স্থাপনকারীর ন্যায়। তাহক্বীক্ব : উক্ত বর্ণনার শেষাংশ যঈফ। প্রথমাংশ সহীহ। তবে উক্ত অংশের সাথে ‘মুসলিমাতুন’ যোগ করার কোন ভিত্তি নেই।"
মিশকাতে জয়িফ হাদিস,৪৫,জাল হাদিস,,সাখবারা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি ইলম অন্বেষণ করবে, তার জন্য তা পূর্ববর্তী পাপ সমূহের কাফফারা হয়ে যাবে। তাহক্বীক্ব : হাদীসটি জাল।"
মিশকাতে জয়িফ হাদিস,৪৬,দুর্বল হাদিস,,আবু সাঈদ খুদরী (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, মুমিন কখনও ইলম শ্রবণে তৃপ্তি লাভ করে না, যতক্ষণ না সে তার প্রতিদানে জান্নাত পায়। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৪৭,দুর্বল হাদিস,,ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, আমার পক্ষ হতে হাদীছ বর্ণনার ব্যাপারে সতর্ক হবে, যে পর্যন্ত না তা তোমরা আমার বলে জানবে। কারণ যে ব্যাক্তি আমার প্রতি ইচ্ছাকৃতভাবে মিথ্যা আরোপ করবে, সে যেন তার স্থান জাহান্নামে করে নেয়। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৪৮,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যাক্তি কুরআন সম্পর্কে নিজের মনমত কোন কথা বলবে, সে যেন তার স্থান জাহান্নামে করে নেয়। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৪৯,দুর্বল হাদিস,,জুন্দুব (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যাক্তি কুরআনের ব্যাপারে নিজের মত অনুযায়ী কোন কথা বলবে, আর তাতে যদি সে সত্যও বলে, তবুও সে ভুল করবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫০,দুর্বল হাদিস,,আব্দুল্লাহ ইবনে মাসউদ (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, কুরআন সাত হরফে নাজিল হয়েছে। তার প্রত্যেক আয়াতের একটি বাইরের ও একটি ভিতর দিক রয়েছে; প্রত্যেক দিকেরই একটি হদ রয়েছে, আর প্রত্যেক হদেরই একটি অবগতি স্থান রয়েছে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫১,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আমর (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, ইলম তিন ধরনের। মুহকাম আয়াত, প্রতিষ্ঠিত সুন্নাত, ফরয আদেল। এর বাইরে যা রয়েছে তা অতিরিক্ত। আমর ইবনে শু’আইব তার পিতার সূত্রে তার দাদা থেকেও বর্ণনা করেছেন। সেখানে মুখতাল শব্দের পরিবর্তে মুরা শব্দ রয়েছে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫২,দুর্বল হাদিস,,মু'আবিয়া (রাঃ) থেকে বর্ণিত:,নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বিভ্রান্তিমূলক কথা বলতে নিষেধ করেছেন। তাহক্বীক্ব : যঈফ।
মিশকাতে জয়িফ হাদিস,৫৩,দুর্বল হাদিস,,আবু হুরাইরা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, তোমরা ফারায়েয ও কুরআন শিক্ষা কর এবং লোকদের ইহা শিক্ষা দাও। কারণ আমাকে উঠিয়ে নেওয়া হবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫৪,দুর্বল হাদিস,,আবু হুরাইরা (রাঃ) থেকে বর্ণিত:,"আবু হুরাইরা (রাঃ) রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) হতে বর্ণনা করেছেন, এমন সময় সমাগত যে, প্রায় মানুষই ইলমের সন্ধানে দুনিয়া ঘুরে বেড়াবে, কিন্তু কোথাও মদিনার আলেমের অপেক্ষা অধিক বিজ্ঞ আলেম পাবে না। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫৫,দুর্বল হাদিস,,হাসান বছরী (রহঃ) থেকে বর্ণিত:,"হাসান বছরী (রহঃ) হতে মুরসাল সূত্রে বর্ণিত, তিনি বলেন, রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, যার মৃত্যু এসে গেছে এমন অবস্থায়, যখন সে ইসলাম কে জীবিত করার উদ্দেশ্যে ইলম অন্বেষণে ব্যস্ত আছে, জান্নাতে তার আর নবীদের মধ্যে মাত্র এক ধাপের পার্থক্য থাকবে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫৬,জাল হাদিস,,আলী (রাঃ) থেকে বর্ণিত:,"আলী (রাঃ) বলেন, রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, দ্বীনের আলেম কি উত্তম লোক! যদি তাঁর প্রতি লোক মুখাপেক্ষী হয়, তিনি তাদের উপকার সাধন করেন ; আর যখন তাঁর প্রতি মানুষের কোন প্রয়োজন থাকে না, তখন তিনি নিজেকে নিরপেক্ষ করে রাখেন। তাহক্বীক্ব : হাদীছটি জাল।"
মিশকাতে জয়িফ হাদিস,৫৭,দুর্বল হাদিস,,ওয়াছেলা ইবনু আসক্বা (রাঃ) থেকে বর্ণিত:,"যে ব্যক্তি ইলম তালাশ করেছে এবং তা লাভ করতে পেরেছে, তার জন্য দুই গুণ ছওয়াব রয়েছে। আর যদি তা লাভ করতে না পারে, তাহলে তার জন্য একগুণ ছওয়াব রয়েছে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৫৮,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,রাতের কিছু সময় ইলমের আলোচনা করা পূর্ণ রাত্রি জাগরণ অপেক্ষা উত্তম। তাহক্বীক্ব : যঈফ। উক্ত বর্ণনার সনদে ইবনু জুরাইজ নামে একজন যঈফ রাবী আছে। সে ইবনু আব্বাস (রাঃ)-এর যুগ পায়নি।
মিশকাতে জয়িফ হাদিস,৫৯,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু ‘আমর (রাঃ) থেকে বর্ণিত:,"একদিন রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) তাঁর মসজিদে দু’টি মজলিসের নিকট দিয়ে অতিক্রম করলেন। তখন তিনি বললেন, উভয় মজলিসই ভাল কাজে রত; তবে এক মজলিস অন্য মজলিস অপেক্ষা উত্তম। এই যে দলটি এরা অবশ্য আল্লাহকে ডাকছে এবং আল্লাহর প্রতি আগ্রহ প্ৰকাশ করছে। আল্লাহ ইচ্ছা করলে তাদের আশা পূর্ণও করতে পারেন। আর ইচ্ছা করলে নাও করতে পারেন। কিন্তু এই দলটি, যারা ইলম শিক্ষা করছে এবং যারা জানে না তাদের শিক্ষা দিচ্ছে; এরাই উত্তম। আর আমিও শিক্ষক হিসাবে প্রেরিত হয়েছি। অতঃপর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) এই দলের সাথে বসে গেলেন। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৬০,জাল হাদিস,,আবু দারদা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-কে জিজ্ঞেস করা হল, হে আল্লাহর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)! ইলমের কোন সীমায় পৌছলে একজন ব্যক্তি ফক্বীহ হতে পারে? উত্তরে তিনি বললেন, যে ব্যক্তি আমার উম্মতের জন্য দ্বীনের ব্যাপারে ৪০টি হাদীছ মুখস্থ করেছে, ক্বিয়ামতের দিন আল্লাহ তাকে ফকীহরূপে উঠাবেন। এছাড়া কিয়ামতের দিন আমি তার জন্য সুপারিশকারী ও সাক্ষী হব। তাহক্বীক্ব : হাদীছটি জাল। এর সনদে ইসহাক্ব ইবনু নাজীহ ও খালেদ ইবনু ইয়াযীদ আল-উমরী নামে দুইজন মিথ্যুক রাবী আছে।"
মিশকাতে জয়িফ হাদিস,৬১,দুর্বল হাদিস,,আনাস ইবনু মালেক (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) একদিন আমাদের জিজ্ঞেস করলেন, তোমরা কি বলতে পার দানের দিক দিয়ে সর্বাপেক্ষা বড় দানশীল কে? তারা বললেন, আল্লাহ ও তাঁর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)- ই বেশী জানেন। রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বললেন, দানের দিক দিয়ে আল্লাহই হচ্ছেন সর্বাপেক্ষা বড়। অতঃপর বনী আদমের মধ্যে আমিই সর্বাপেক্ষা বড় দানশীল। আর আমার পর বড় দাতা হচ্ছেন সেই ব্যক্তি, যে ইলম শিক্ষা করবে এবং উহা প্রচার করতে থাকবে। কিয়ামতের দিন সে একাই একজন আমীর অথবা একটি উম্মত হয়ে উঠবে। তাহক্কীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৬২,দুর্বল হাদিস,,আওন (রহঃ) থেকে বর্ণিত:,"আব্দুল্লাহ ইবনু মাসঊদ (রাঃ) বলেছেন, দুই পিপাসু ব্যক্তি কখনো তৃপ্তি লাভ করে না- আলেম ও দুনিয়াদার। কিন্তু এই দুইজন আবার সমান নয়; আলেম- তার প্রতি আল্লাহর সম্ভষ্টি বৃদ্ধি পেতে থাকে, আর দুনিয়াদার আল্লাহর অবাধ্যতার পথে অগ্রসর হতে থাকে। অতঃপর আব্দুল্লাহ ইবনু মাসউদ (রাঃ) পাঠ করলেন, ‘কখনোই নয়, নিশ্চয়ই মানুষ নিজেকে স্বয়ং সম্পূর্ণ দেখে অবাধ্যতা করতে থাকে’ (আলাক ৫-৬)। বৰ্ণনাকারী আওন (রাঃ) বলেন, আর অপর ব্যক্তি সম্পর্কে তিনি এই আয়াত পড়লেন, ‘আল্লাহর বান্দাদের মধ্যে নিশ্চয় আলেমগণই আল্লাহকে ভয় করেন।’ (ফাতির ২৮) তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,৬৩,দুর্বল হাদিস,,আবদুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"আবদুল্লাহ ইবনু আব্বাস (রাঃ) বলেন, রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, সেদিন বেশী দূরে নয়, যেদিন আমার উম্মতের কিছু লোক দ্বীনের জ্ঞান লাভে সচেষ্ট হবে ও কুরআন শিক্ষা করবে এবং বলবে যে, আমরা আমীরদের নিকট যাব এবং তাদের দুনিয়ার কিছু অংশ গ্ৰহণ করে পরে তাদের নিকট হতে সরে পড়ব। কিন্তু তা কখনো হবে না। যথা (কন্টকময়) কানাদ গাছ, উহা হতে যেমন কাঁটা ব্যতীত কোন ফল লাভ করা যায় না, তেমনি এদের নিকট হতে কোন ফল লাভ করা যায় না; মুহাম্মাদ ইবনু ছাব্বাহ বলেন, অর্থাৎ পাপ ব্যতীত। তাহক্বীক্ব : যঈফ।"
